nom_station,banniere,adresse,ville,region,prix_regulier,prix_super,prix_diesel,longitude,latitude,updated_at,date_import
,Esso,,,,,,,-73.617416,45.727084,,2026-04-15T15:05:37.474015
,Esso,,,,,,,-73.419888,46.098941,,2026-04-15T15:05:37.474018
,Esso,,,,,,,-73.4686,45.7336,,2026-04-15T15:05:37.474021
,Esso,,,,,,,-73.676217,45.731059,,2026-04-15T15:05:37.474024
,Esso,,,,,,,-73.646972,45.700705,,2026-04-15T15:05:37.474027
,Esso,,,,,,,-73.729789,45.766896,,2026-04-15T15:05:37.474030
,Couche-Tard,,,,,,,-73.620724,45.707061,,2026-04-15T15:05:37.474033
,Couche-Tard,,,,,,,-73.628141,45.709951,,2026-04-15T15:05:37.474036
,Couche-Tard,,,,,,,-73.662226,45.700199,,2026-04-15T15:05:37.474039
,Couche-Tard,,,,,,,-73.744018,45.67678,,2026-04-15T15:05:37.474042
,Esso,,,,,,,-73.420363,45.829585,,2026-04-15T15:05:37.474045
,Couche-Tard,,,,,,,-73.428622,45.813575,,2026-04-15T15:05:37.474048
,Couche-Tard,,,,,,,-73.415393,45.779632,,2026-04-15T15:05:37.474051
,Couche-Tard,,,,,,,-73.643657,45.700692,,2026-04-15T15:05:37.474054
,Couche-Tard,,,,,,,-73.444934,45.767012,,2026-04-15T15:05:37.474057
,Couche-Tard,,,,,,,-73.598615,45.743868,,2026-04-15T15:05:37.474060
,Esso,,,,,,,-73.577986,45.706468,,2026-04-15T15:05:37.474063
,Esso,,,,,,,-73.706625,45.961756,,2026-04-15T15:05:37.474066
,Esso,,,,,,,-73.446887,46.040258,,2026-04-15T15:05:37.474069
,Esso,,,,,,,-73.781141,45.6893,,2026-04-15T15:05:37.474072
,Ultramar,,,,,,,-73.19397,46.088331,,2026-04-15T15:05:37.474074
,Shell,,,,,,,-73.606116,45.75044,,2026-04-15T15:05:37.474077
,Esso,,,,,,,-73.706145,45.751917,,2026-04-15T15:05:37.474080
,Harnois,,,,,,,-73.093992,46.174741,,2026-04-15T15:05:37.474083
,Petro-Canada,,,,,,,-73.758261,45.888268,,2026-04-15T15:05:37.474086
,Harnois,,,,,,,-73.227032,45.959461,,2026-04-15T15:05:37.474089
,Ultramar,,,,,,,-73.291691,45.892059,,2026-04-15T15:05:37.474092
,Petro-Canada,,,,,,,-73.413165,45.792394,,2026-04-15T15:05:37.474096
,Ultramar,,,,,,,-73.760176,45.820897,,2026-04-15T15:05:37.474099
,Petro-Canada,,,,,,,-73.602705,45.825556,,2026-04-15T15:05:37.474102
,Shell,,,,,,,-74.211442,46.31075,,2026-04-15T15:05:37.474105
,Esso,,,,,,,-73.765709,46.276294,,2026-04-15T15:05:37.474108
,Esso,,,,,,,-73.627831,46.329867,,2026-04-15T15:05:37.474111
,Ultramar,,,,,,,-73.655639,45.730259,,2026-04-15T15:05:37.474114
,Sonic,,,,,,,-73.764682,46.011841,,2026-04-15T15:05:37.474117
,Harnois,,,,,,,-73.431425,45.896229,,2026-04-15T15:05:37.474120
,Harnois,,,,,,,-73.51464,46.132662,,2026-04-15T15:05:37.474123
,Ultramar,,,,,,,-73.712385,45.966623,,2026-04-15T15:05:37.474126
,Shell,,,,,,,-73.460798,46.026842,,2026-04-15T15:05:37.474129
,Shell,,,,,,,-73.48464,45.717081,,2026-04-15T15:05:37.474132
,Shell,,,,,,,-73.294201,45.872098,,2026-04-15T15:05:37.474134
,Shell,,,,,,,-73.702992,46.038963,,2026-04-15T15:05:37.474137
,Shell,,,,,,,-73.464591,45.749582,,2026-04-15T15:05:37.474140
,Shell,,,,,,,-73.705512,45.956875,,2026-04-15T15:05:37.474143
,Harnois,,,,,,,-73.568677,46.01092,,2026-04-15T15:05:37.474146
,Ultramar,,,,,,,-73.493262,45.847267,,2026-04-15T15:05:37.474149
,Petroplus,,,,,,,-73.739258,46.284312,,2026-04-15T15:05:37.474152
,Ultramar,,,,,,,-73.579155,46.098959,,2026-04-15T15:05:37.474155
,Ultramar,,,,,,,-73.387214,46.297297,,2026-04-15T15:05:37.474158
,Shell,,,,,,,-73.463714,45.75623,,2026-04-15T15:05:37.474161
,Shell,,,,,,,-73.446333,45.756359,,2026-04-15T15:05:37.474164
,Shell,,,,,,,-73.199407,46.089488,,2026-04-15T15:05:37.474167
,Ultramar,,,,,,,-73.914891,46.671502,,2026-04-15T15:05:37.474170
,Ultramar,,,,,,,-73.418359,45.776507,,2026-04-15T15:05:37.474173
,Ultramar,,,,,,,-73.528342,46.228086,,2026-04-15T15:05:37.474176
,Ultramar,,,,,,,-73.346172,45.932823,,2026-04-15T15:05:37.474179
,Shell,,,,,,,-73.656856,45.72598,,2026-04-15T15:05:37.474182
,Harnois,,,,,,,-73.311567,46.165738,,2026-04-15T15:05:37.474185
,Shell,,,,,,,-73.623195,45.716863,,2026-04-15T15:05:37.474188
,Shell,,,,,,,-73.643956,45.701429,,2026-04-15T15:05:37.474191
,Sonic,,,,,,,-73.287303,45.88896,,2026-04-15T15:05:37.474194
,Harnois,,,,,,,-73.430024,46.010557,,2026-04-15T15:05:37.474197
,Harnois,,,,,,,-73.425598,46.027245,,2026-04-15T15:05:37.474200
,Esso,,,,,,,-73.194659,46.087684,,2026-04-15T15:05:37.474203
,Harnois,,,,,,,-73.883425,46.06706,,2026-04-15T15:05:37.474206
,Harnois,,,,,,,-73.511929,45.708927,,2026-04-15T15:05:37.474209
,Petrol St-Félix,,,,,,,-73.429062,46.168151,,2026-04-15T15:05:37.474212
,Harnois,,,,,,,-73.381711,46.290876,,2026-04-15T15:05:37.474215
,Esso,,,,,,,-73.919382,46.680428,,2026-04-15T15:05:37.474218
,Harnois,,,,,,,-73.515913,46.088977,,2026-04-15T15:05:37.474221
,Harnois,,,,,,,-73.131002,46.068862,,2026-04-15T15:05:37.474224
,Esso,,,,,,,-73.429331,46.160834,,2026-04-15T15:05:37.474227
,Harnois,,,,,,,-73.72247,46.000402,,2026-04-15T15:05:37.474230
,Harnois,,,,,,,-73.44973,46.042862,,2026-04-15T15:05:37.474233
,Harnois,,,,,,,-73.33964,46.020032,,2026-04-15T15:05:37.474236
,Harnois,,,,,,,-73.612304,45.73541,,2026-04-15T15:05:37.474239
,Harnois,,,,,,,-73.649502,45.733638,,2026-04-15T15:05:37.474242
,Harnois,,,,,,,-73.677178,45.732501,,2026-04-15T15:05:37.474245
,Harnois,,,,,,,-73.479857,45.757468,,2026-04-15T15:05:37.474248
,Esso,,,,,,,-73.460745,45.747576,,2026-04-15T15:05:37.474251
,Harnois,,,,,,,-73.414819,45.840339,,2026-04-15T15:05:37.474254
,Harnois,,,,,,,-73.291927,45.873359,,2026-04-15T15:05:37.474257
,Esso,,,,,,,-73.664257,45.906483,,2026-04-15T15:05:37.474260
,Esso,,,,,,,-73.578003,45.95307254,,2026-04-15T15:05:37.474263
,Harnois,,,,,,,-73.379513,46.293078,,2026-04-15T15:05:37.474266
,Harnois,,,,,,,-73.709983,46.044867,,2026-04-15T15:05:37.474269
,Esso,,,,,,,-73.419641,46.062462,,2026-04-15T15:05:37.474272
,Harnois,,,,,,,-73.429548,46.045022,,2026-04-15T15:05:37.474275
,Harnois,,,,,,,-73.420023,46.055579,,2026-04-15T15:05:37.474278
,Ultramar,,,,,,,-73.681462,45.723727,,2026-04-15T15:05:37.474281
,Ultramar,,,,,,,-73.468562,46.051925,,2026-04-15T15:05:37.474284
,Ultramar,,,,,,,-73.432352,46.043153,,2026-04-15T15:05:37.474287
,Harnois,,,,,,,-73.452277,45.780269,,2026-04-15T15:05:37.474290
,Canadian Tire,,,,,,,-73.454878,45.744827,,2026-04-15T15:05:37.474293
,Canadian Tire,,,,,,,-73.433486,46.034067,,2026-04-15T15:05:37.474296
,Canadian Tire,,,,,,,-73.648863,45.70225,,2026-04-15T15:05:37.474299
,Petro-Canada,,,,,,,-73.749165,45.674586,,2026-04-15T15:05:37.474302
,Paddock,,,,,,,-73.723691,45.762703,,2026-04-15T15:05:37.474305
,Paddock,,,,,,,-73.46444,45.7213,,2026-04-15T15:05:37.474308
,Petro-Canada,,,,,,,-73.297728,45.89481,,2026-04-15T15:05:37.474311
,Petro-Canada,,,,,,,-73.580229,45.954086,,2026-04-15T15:05:37.474314
,Petro-Canada,,,,,,,-73.481065,45.84152,,2026-04-15T15:05:37.474317
,Petro-Canada,,,,,,,-73.529835,46.229474,,2026-04-15T15:05:37.474320
,Esso,,,,,,,-73.467715,45.719252,,2026-04-15T15:05:37.474323
,Shell,,,,,,,-73.433003,45.853233,,2026-04-15T15:05:37.474336
,Shell,,,,,,,-73.481825,45.840739,,2026-04-15T15:05:37.474339
,Shell,,,,,,,-73.374275,45.81129,,2026-04-15T15:05:37.474342
,Shell,,,,,,,-73.497821,45.929221,,2026-04-15T15:05:37.474345
,Shell,,,,,,,-73.577631,45.953489,,2026-04-15T15:05:37.474348
,Shell,,,,,,,-73.524118,46.224133,,2026-04-15T15:05:37.474351
,Shell,,,,,,,-73.472186,45.964962,,2026-04-15T15:05:37.474354
,Esso,,,,,,,-73.599038,45.742887,,2026-04-15T15:05:37.474357
,Shell,,,,,,,-73.429053,46.04909,,2026-04-15T15:05:37.474360
,Sonic,,,,,,,-73.485152,45.727876,,2026-04-15T15:05:37.474363
,Petro-Canada,,,,,,,-73.19675,46.088374,,2026-04-15T15:05:37.474366
,Petro-Canada,,,,,,,-73.510411,45.71758,,2026-04-15T15:05:37.474369
,Petro-Canada,,,,,,,-73.397315,45.82525,,2026-04-15T15:05:37.474372
,Petro-Canada,,,,,,,-73.504444,45.716371,,2026-04-15T15:05:37.474375
,Petro-Canada,,,,,,,-73.444602,45.767513,,2026-04-15T15:05:37.474378
,Petro-Canada,,,,,,,-73.453782,45.744451,,2026-04-15T15:05:37.474381
,Petro-Canada,,,,,,,-73.619149,45.723774,,2026-04-15T15:05:37.474384
,Petro-Canada,,,,,,,-73.650426,45.708237,,2026-04-15T15:05:37.474387
,Petro-Canada,,,,,,,-73.446781,45.755568,,2026-04-15T15:05:37.474390
,Shell,,,,,,,-73.729694,45.767399,,2026-04-15T15:05:37.474393
,Les Huiles Berthier Inc,,,,,,,-73.203189,46.090901,,2026-04-15T15:05:37.474396
,Sonic,,,,,,,-73.220975,45.957632,,2026-04-15T15:05:37.474400
,Ultramar,,,,,,,-73.627581,45.694862,,2026-04-15T15:05:37.474402
,Ultramar,,,,,,,-73.757451,45.860647,,2026-04-15T15:05:37.474405
,Sonic,,,,,,,-73.453251,46.014852,,2026-04-15T15:05:37.474408
,Petro-Canada,,,,,,,-75.515585,46.548679,,2026-04-15T15:05:37.474411
,Ultramar,,,,,,,-74.067226,45.854733,,2026-04-15T15:05:37.474414
,Shell,,,,,,,-73.826402,45.638704,,2026-04-15T15:05:37.474417
,Shell,,,,,,,-73.887872,45.560138,,2026-04-15T15:05:37.474420
,Shell,,,,,,,-73.877171,45.578467,,2026-04-15T15:05:37.474423
,Shell,,,,,,,-73.921098,45.542761,,2026-04-15T15:05:37.474426
,Shell,,,,,,,-73.93287,45.708222,,2026-04-15T15:05:37.474429
,Shell,,,,,,,-73.915887,45.696133,,2026-04-15T15:05:37.474432
,Petro-Canada,,,,,,,-73.768738,45.680114,,2026-04-15T15:05:37.474435
,Petro-Canada,,,,,,,-73.978432,45.752235,,2026-04-15T15:05:37.474438
,Ultramar,,,,,,,-73.970745,45.4987,,2026-04-15T15:05:37.474441
,Petro-Canada,,,,,,,-74.564569,46.117415,,2026-04-15T15:05:37.474444
,Petro-Canada,,,,,,,-74.614707,46.134112,,2026-04-15T15:05:37.474447
,Petro-Canada,,,,,,,-73.80146,45.654566,,2026-04-15T15:05:37.474450
,Petro-Canada,,,,,,,-73.936256,45.694343,,2026-04-15T15:05:37.474453
,Petro-Canada,,,,,,,-73.882075,45.581529,,2026-04-15T15:05:37.474456
,Petro-Canada,,,,,,,-74.01531,45.779631,,2026-04-15T15:05:37.474460
,Esso,,,,,,,-74.172767,45.972805,,2026-04-15T15:05:37.474463
,Petro-Canada,,,,,,,-73.851885,45.622981,,2026-04-15T15:05:37.474466
,Ultramar,,,,,,,-74.327358,45.639704,,2026-04-15T15:05:37.474469
,Crevier,,,,,,,-73.981662,45.516463,,2026-04-15T15:05:37.474472
,Esso,,,,,,,-73.863021,45.645232,,2026-04-15T15:05:37.474494
,Esso,,,,,,,-73.907877,45.566691,,2026-04-15T15:05:37.474497
,Harnois,,,,,,,-74.87638,46.4184,,2026-04-15T15:05:37.474501
,Shell,,,,,,,-73.942815,45.527886,,2026-04-15T15:05:37.474503
,Esso,,,,,,,-73.935193,45.694698,,2026-04-15T15:05:37.474506
,Ultramar,,,,,,,-73.994456,45.758605,,2026-04-15T15:05:37.474509
,Ultramar,,,,,,,-74.131472,45.950298,,2026-04-15T15:05:37.474512
,Ultramar,,,,,,,-74.271896,46.043956,,2026-04-15T15:05:37.474515
,Esso,,,,,,,-74.138615,45.740172,,2026-04-15T15:05:37.474518
,Esso,,,,,,,-73.92197,45.700015,,2026-04-15T15:05:37.474521
,Ultramar,,,,,,,-73.786224,45.650006,,2026-04-15T15:05:37.474524
,Petro-Canada,,,,,,,-73.93219,45.533055,,2026-04-15T15:05:37.474527
,Harnois,,,,,,,-74.288641,46.120302,,2026-04-15T15:05:37.474530
,Crevier,,,,,,,-74.077775,45.466732,,2026-04-15T15:05:37.474533
,Petro-Canada,,,,,,,-73.953698,45.526448,,2026-04-15T15:05:37.474536
,Shell,,,,,,,-73.882129,45.662112,,2026-04-15T15:05:37.474539
,Shell,,,,,,,-74.866455,46.404632,,2026-04-15T15:05:37.474542
,Shell,,,,,,,-73.912763,45.542855,,2026-04-15T15:05:37.474545
,Petro-Canada,,,,,,,-73.914755,45.573478,,2026-04-15T15:05:37.474548
,Shell,,,,,,,-74.563704,46.117522,,2026-04-15T15:05:37.474551
,Shell,,,,,,,-75.49552,46.550394,,2026-04-15T15:05:37.474554
,Harnois,,,,,,,-74.09984,45.701764,,2026-04-15T15:05:37.474557
,Esso,,,,,,,-73.932425,45.672559,,2026-04-15T15:05:37.474560
,Shell,,,,,,,-74.043275,45.808906,,2026-04-15T15:05:37.474563
,Ultramar,,,,,,,-74.120582,45.864399,,2026-04-15T15:05:37.474566
,Ultramar,,,,,,,-73.817079,45.616333,,2026-04-15T15:05:37.474569
,Ultramar,,,,,,,-73.849844,45.587202,,2026-04-15T15:05:37.474572
,Shell,,,,,,,-74.589562,45.630004,,2026-04-15T15:05:37.474575
,Shell,,,,,,,-75.49565,46.550705,,2026-04-15T15:05:37.474578
,Canadian Tire,,,,,,,-74.289667,46.060913,,2026-04-15T15:05:37.474581
,Ultramar,,,,,,,-74.0169,45.779088,,2026-04-15T15:05:37.474584
,Ultramar,,,,,,,-73.914532,45.680573,,2026-04-15T15:05:37.474587
,Ultramar,,,,,,,-73.811176,45.76293,,2026-04-15T15:05:37.474590
,Petro-Canada,,,,,,,-73.869222,45.645242,,2026-04-15T15:05:37.474593
,Ultramar,,,,,,,-73.970125,45.628018,,2026-04-15T15:05:37.474596
,Shell,,,,,,,-73.780989,45.679315,,2026-04-15T15:05:37.474599
,Esso,,,,,,,-73.801674,45.624295,,2026-04-15T15:05:37.474602
,Ultramar,,,,,,,-73.904782,45.816195,,2026-04-15T15:05:37.474605
,Ultramar,,,,,,,-74.033873,45.594481,,2026-04-15T15:05:37.474608
,Ultramar,,,,,,,-75.145175,46.499486,,2026-04-15T15:05:37.474611
,Ultramar,,,,,,,-73.892236,45.576194,,2026-04-15T15:05:37.474614
,Petro-Canada,,,,,,,-74.478967,46.116562,,2026-04-15T15:05:37.474617
,Petro-Canada,,,,,,,-74.149751,45.891599,,2026-04-15T15:05:37.474620
,Ultramar,,,,,,,-73.980922,45.628393,,2026-04-15T15:05:37.474623
,Ultramar,,,,,,,-73.844239,45.591212,,2026-04-15T15:05:37.474626
,Petro-Canada,,,,,,,-73.827572,45.639571,,2026-04-15T15:05:37.474629
,Petro-Canada,,,,,,,-73.886996,45.568761,,2026-04-15T15:05:37.474632
,Petro-Canada,,,,,,,-73.921351,45.6794,,2026-04-15T15:05:37.474636
,Esso,,,,,,,-73.870984,45.667049,,2026-04-15T15:05:37.474639
,Ultramar,,,,,,,-74.137835,45.740628,,2026-04-15T15:05:37.474642
,Esso,,,,,,,-75.460194,46.550084,,2026-04-15T15:05:37.474645
,Shell,,,,,,,-73.924512,45.667798,,2026-04-15T15:05:37.474648
,Petro-Canada,,,,,,,-74.26788,46.044078,,2026-04-15T15:05:37.474651
,Ultramar,,,,,,,-74.570857,46.115502,,2026-04-15T15:05:37.474654
,Ultramar,,,,,,,-73.91145,45.57187,,2026-04-15T15:05:37.474657
,Esso,,,,,,,-73.850789,45.586956,,2026-04-15T15:05:37.474660
,Ultramar,,,,,,,-73.839357,45.611308,,2026-04-15T15:05:37.474663
,Ultramar,,,,,,,-73.989109,45.522109,,2026-04-15T15:05:37.474666
,Ultramar,,,,,,,-74.348901,45.660537,,2026-04-15T15:05:37.474669
,Ultramar,,,,,,,-75.512112,46.54885,,2026-04-15T15:05:37.474672
,Ultramar,,,,,,,-73.91933,45.698568,,2026-04-15T15:05:37.474675
,Mobil,,,,,,,-74.343091,45.655691,,2026-04-15T15:05:37.474678
,Harnois,,,,,,,-74.062237,46.028424,,2026-04-15T15:05:37.474681
,Bélisle,,,,,,,-73.989673,45.57904,,2026-04-15T15:05:37.474684
,Bélisle,,,,,,,-74.021853,45.500242,,2026-04-15T15:05:37.474687
,Bélisle,,,,,,,-73.924301,45.566749,,2026-04-15T15:05:37.474690
,Bélisle,,,,,,,-73.999855,45.748038,,2026-04-15T15:05:37.474693
,Costco,,,,,,,-74.019694,45.7654,,2026-04-15T15:05:37.474696
,Couche-Tard,,,,,,,-73.881639,45.675283,,2026-04-15T15:05:37.474699
,Esso,,,,,,,-74.068566,45.842503,,2026-04-15T15:05:37.474702
,Couche-Tard,,,,,,,-73.923057,45.582014,,2026-04-15T15:05:37.474705
,Esso,,,,,,,-73.817008,45.768907,,2026-04-15T15:05:37.474708
,Couche-Tard,,,,,,,-74.096988,45.706738,,2026-04-15T15:05:37.474711
,Couche-Tard,,,,,,,-74.214665,46.025817,,2026-04-15T15:05:37.474715
,Couche-Tard,,,,,,,-74.000169,45.502096,,2026-04-15T15:05:37.474717
,Couche-Tard,,,,,,,-74.329077,45.641443,,2026-04-15T15:05:37.474721
,Couche-Tard,,,,,,,-73.971558,45.771743,,2026-04-15T15:05:37.474724
,Couche-Tard,,,,,,,-74.052673,45.790209,,2026-04-15T15:05:37.474727
,Couche-Tard,,,,,,,-73.984339,45.636964,,2026-04-15T15:05:37.474730
,Esso,,,,,,,-73.754866,45.669472,,2026-04-15T15:05:37.474747
,Couche-Tard,,,,,,,-73.81857,45.61624,,2026-04-15T15:05:37.474750
,Couche-Tard,,,,,,,-73.851324,45.58645,,2026-04-15T15:05:37.474753
,Esso,,,,,,,-73.87677,45.642215,,2026-04-15T15:05:37.474756
,Esso,,,,,,,-75.488017,46.551317,,2026-04-15T15:05:37.474759
,Esso,,,,,,,-74.596528,46.118823,,2026-04-15T15:05:37.474762
,Esso,,,,,,,-74.614158,46.132067,,2026-04-15T15:05:37.474765
,Couche-Tard,,,,,,,-74.14763,45.889784,,2026-04-15T15:05:37.474768
,Couche-Tard,,,,,,,-74.302838,46.064708,,2026-04-15T15:05:37.474771
,Esso,,,,,,,-73.894157,45.552252,,2026-04-15T15:05:37.474774
,Esso,,,,,,,-74.023589,45.760932,,2026-04-15T15:05:37.474777
,Esso,,,,,,,-74.005525,45.794403,,2026-04-15T15:05:37.474780
,Esso,,,,,,,-73.995219,45.764032,,2026-04-15T15:05:37.474783
,Esso,,,,,,,-74.404475,45.676793,,2026-04-15T15:05:37.474786
,Esso,,,,,,,-74.082392,45.721986,,2026-04-15T15:05:37.474789
,Couche-Tard,,,,,,,-73.857518,45.658471,,2026-04-15T15:05:37.474792
,Couche-Tard,,,,,,,-73.924213,45.568647,,2026-04-15T15:05:37.474795
,Esso,,,,,,,-73.838201,45.614132,,2026-04-15T15:05:37.474798
,Couche-Tard,,,,,,,-73.825398,45.627721,,2026-04-15T15:05:37.474801
,Esso,,,,,,,-73.885211,45.676477,,2026-04-15T15:05:37.474804
,Couche-Tard,,,,,,,-73.874759,45.576162,,2026-04-15T15:05:37.474807
,Couche-Tard,,,,,,,-73.845376,45.651724,,2026-04-15T15:05:37.474810
,Esso,,,,,,,-74.077992,45.873334,,2026-04-15T15:05:37.474813
,Esso,,,,,,,-73.902618,45.818936,,2026-04-15T15:05:37.474816
,Esso,,,,,,,-74.28232,46.045895,,2026-04-15T15:05:37.474819
,Couche-Tard,,,,,,,-74.247381,45.904157,,2026-04-15T15:05:37.474822
,Esso,,,,,,,-74.002412,45.77873,,2026-04-15T15:05:37.474825
,Esso,,,,,,,-73.981507,45.775065,,2026-04-15T15:05:37.474828
,Petro-Canada,,,,,,,-74.027953,45.796134,,2026-04-15T15:05:37.474831
,Couche-Tard,,,,,,,-74.069209,45.859642,,2026-04-15T15:05:37.474834
,Ultramar,,,,,,,-73.920448,45.541405,,2026-04-15T15:05:37.474837
,Ultramar,,,,,,,-74.295641,45.664656,,2026-04-15T15:05:37.474840
,Petro-Canada,,,,,,,-74.089159,45.756913,,2026-04-15T15:05:37.474843
,Petro-Canada,,,,,,,-73.977674,45.767218,,2026-04-15T15:05:37.474846
,Sonic,,,,,,,-74.097264,45.705744,,2026-04-15T15:05:37.474849
,Harnois,,,,,,,-74.025907,45.930113,,2026-04-15T15:05:37.474852
,Petro-Canada,,,,,,,-74.327941,45.636756,,2026-04-15T15:05:37.474855
,Shell,,,,,,,-74.146562,45.889503,,2026-04-15T15:05:37.474858
,Shell,,,,,,,-74.262683,46.043313,,2026-04-15T15:05:37.474861
,Shell,,,,,,,-74.004897,45.872651,,2026-04-15T15:05:37.474864
,Ultramar,,,,,,,-75.025989,46.390286,,2026-04-15T15:05:37.474867
,Sonic,,,,,,,-74.049855,45.824415,,2026-04-15T15:05:37.474870
,Esso,,,,,,,-75.638262,46.283807,,2026-04-15T15:05:37.474873
,Ultramar,,,,,,,-74.3308,45.966904,,2026-04-15T15:05:37.474876
,Petro-Canada,,,,,,,-75.491012,46.551457,,2026-04-15T15:05:37.474879
,Petro-Canada,,,,,,,-75.370889,46.559805,,2026-04-15T15:05:37.474882
,Shell,,,,,,,-73.978043,45.825297,,2026-04-15T15:05:37.474885
,Ultramar,,,,,,,-74.029258,45.795007,,2026-04-15T15:05:37.474888
,Bélisle,,,,,,,-74.393335,45.631386,,2026-04-15T15:05:37.474891
,Bélisle,,,,,,,-73.941338,45.69399,,2026-04-15T15:05:37.474894
,Esso,,,,,,,-74.592135,45.625406,,2026-04-15T15:05:37.474897
,Shell,,,,,,,-73.870144,45.644006,,2026-04-15T15:05:37.474900
,Petro-Canada,,,,,,,-74.593235,45.624314,,2026-04-15T15:05:37.474903
,Shell,,,,,,,-74.57697,46.114652,,2026-04-15T15:05:37.474906
,Petro-Canada,,,,,,,-74.138182,45.904153,,2026-04-15T15:05:37.474909
,Sonic,,,,,,,-74.742699,46.280549,,2026-04-15T15:05:37.474912
,Sonic,,,,,,,-74.983647,46.498449,,2026-04-15T15:05:37.474915
,Shell,,,,,,,-74.101828,45.885307,,2026-04-15T15:05:37.474918
,Shell,,,,,,,-73.881174,45.832178,,2026-04-15T15:05:37.474921
,Shell,,,,,,,-73.922528,45.581467,,2026-04-15T15:05:37.474924
,Shell,,,,,,,-74.024505,45.760159,,2026-04-15T15:05:37.474927
,Ultramar,,,,,,,-73.830606,45.641586,,2026-04-15T15:05:37.474930
,Ultramar,,,,,,,-75.455775,46.700548,,2026-04-15T15:05:37.474933
,Crevier,,,,,,,-75.500895,46.306389,,2026-04-15T15:05:37.474936
,Ultramar,,,,,,,-74.593642,45.622231,,2026-04-15T15:05:37.474939
,Ultramar,,,,,,,-74.351246,45.653348,,2026-04-15T15:05:37.474942
,Harnois,,,,,,,-75.244095,46.652033,,2026-04-15T15:05:37.474945
,Ultramar,,,,,,,-74.288539,46.118676,,2026-04-15T15:05:37.474948
,Ultramar,,,,,,,-75.3574,46.555031,,2026-04-15T15:05:37.474951
,Shell,,,,,,,-73.7622932,45.6660164,,2026-04-15T15:05:37.474954
,Harnois,,,,,,,-73.771358,45.656152,,2026-04-15T15:05:37.474957
,Harnois,,,,,,,-74.190188,46.121148,,2026-04-15T15:05:37.474960
,Ultramar,,,,,,,-74.157747,45.891917,,2026-04-15T15:05:37.474963
,Esso,,,,,,,-74.45289,46.122099,,2026-04-15T15:05:37.474966
,Esso,,,,,,,-74.063126,46.028622,,2026-04-15T15:05:37.474969
,Esso,,,,,,,-74.126172,45.943561,,2026-04-15T15:05:37.474972
,Harnois,,,,,,,-73.757795,45.667369,,2026-04-15T15:05:37.474975
,Harnois,,,,,,,-73.811684,45.639385,,2026-04-15T15:05:37.474978
,Esso,,,,,,,-73.834286,45.633688,,2026-04-15T15:05:37.474981
,Esso,,,,,,,-74.149291,45.890587,,2026-04-15T15:05:37.474984
,Esso,,,,,,,-75.506011,46.549032,,2026-04-15T15:05:37.474987
,Shell,,,,,,,-73.803683,45.624079,,2026-04-15T15:05:37.474990
,Ultramar,,,,,,,-73.936836,45.695791,,2026-04-15T15:05:37.474993
,Ultramar,,,,,,,-74.213047,46.01548,,2026-04-15T15:05:37.474996
,Canadian Tire,,,,,,,-74.331653,45.65737,,2026-04-15T15:05:37.474999
,Petro-Canada,,,,,,,-74.935512,46.257157,,2026-04-15T15:05:37.475002
,Petro-Canada,,,,,,,-73.816486,45.767533,,2026-04-15T15:05:37.475005
,Bélisle,,,,,,,-73.877942,45.574991,,2026-04-15T15:05:37.475008
,Bélisle,,,,,,,-73.970578,45.627441,,2026-04-15T15:05:37.475011
,Intergaz,,,,,,,-74.073048,45.786304,,2026-04-15T15:05:37.475014
,Intergaz,,,,,,,-74.02926,45.781866,,2026-04-15T15:05:37.475017
,Intergaz,,,,,,,-74.006524,45.794283,,2026-04-15T15:05:37.475020
,Intergaz,,,,,,,-74.008845,45.795186,,2026-04-15T15:05:37.475023
,Intergaz,,,,,,,-74.120905,45.89319,,2026-04-15T15:05:37.475026
,Esso,,,,,,,-73.820341,45.753835,,2026-04-15T15:05:37.475029
,Aucun,,,,,,,-75.632404,46.285301,,2026-04-15T15:05:37.475032
,Esso,,,,,,,-75.026261,46.3984,,2026-04-15T15:05:37.475035
,Esso,,,,,,,-73.854417,45.622488,,2026-04-15T15:05:37.475038
,Crevier,,,,,,,-74.628535,46.19531,,2026-04-15T15:05:37.475041
,Harnois,,,,,,,-73.977609,45.512484,,2026-04-15T15:05:37.475044
,Sonic,,,,,,,-74.330029,45.647636,,2026-04-15T15:05:37.475047
,Bélisle,,,,,,,-74.007604,45.791836,,2026-04-15T15:05:37.475050
,Super Gaz,,,,,,,-74.049505,45.776141,,2026-04-15T15:05:37.475053
,Super Gaz,,,,,,,-73.889993,45.823506,,2026-04-15T15:05:37.475056
,Super Gaz,,,,,,,-73.942961,45.714741,,2026-04-15T15:05:37.475059
,Shell,,,,,,,-74.07068,45.860018,,2026-04-15T15:05:37.475062
,Shell,,,,,,,-73.820595,45.572079,,2026-04-15T15:05:37.475065
,Petro-Canada,,,,,,,-73.797537,45.579458,,2026-04-15T15:05:37.475068
,Shell,,,,,,,-73.772584,45.525797,,2026-04-15T15:05:37.475071
,Shell,,,,,,,-73.75828,45.5612,,2026-04-15T15:05:37.475074
,Shell,,,,,,,-73.788064,45.522193,,2026-04-15T15:05:37.475077
,Petro-Canada,,,,,,,-73.64265,45.646176,,2026-04-15T15:05:37.475080
,Petro-Canada,,,,,,,-73.651433,45.603902,,2026-04-15T15:05:37.475083
,Esso,,,,,,,-73.722945,45.571228,,2026-04-15T15:05:37.475086
