nom_station,banniere,adresse,ville,region,prix_regulier,prix_super,prix_diesel,longitude,latitude,updated_at,date_import
,Esso,,,,,,,-73.749095,45.557165,,2026-04-15T15:05:37.475089
,Ultramar,,,,,,,-73.763146,45.553819,,2026-04-15T15:05:37.475092
,Ultramar,,,,,,,-73.77503,45.624085,,2026-04-15T15:05:37.475095
,Esso,,,,,,,-73.687196,45.596427,,2026-04-15T15:05:37.475098
,Esso,,,,,,,-73.8204,45.565446,,2026-04-15T15:05:37.475101
,Shell,,,,,,,-73.749996,45.598223,,2026-04-15T15:05:37.475104
,Harnois,,,,,,,-73.639063,45.625206,,2026-04-15T15:05:37.475106
,Ultramar,,,,,,,-73.753946,45.531354,,2026-04-15T15:05:37.475109
,Ultramar,,,,,,,-73.722859,45.570041,,2026-04-15T15:05:37.475112
,Ultramar,,,,,,,-73.72301,45.597355,,2026-04-15T15:05:37.475115
,Shell,,,,,,,-73.727461,45.568602,,2026-04-15T15:05:37.475118
,Petro-Canada,,,,,,,-73.692008,45.569932,,2026-04-15T15:05:37.475121
,Petro-Canada,,,,,,,-73.729302,45.603037,,2026-04-15T15:05:37.475124
,Petro-Canada,,,,,,,-73.760371,45.528381,,2026-04-15T15:05:37.475137
,Petro-Canada,,,,,,,-73.79028,45.55944,,2026-04-15T15:05:37.475140
,Petro-Canada,,,,,,,-73.800243,45.522435,,2026-04-15T15:05:37.475144
,Petro-Canada,,,,,,,-73.75724,45.548558,,2026-04-15T15:05:37.475147
,Petro-Canada,,,,,,,-73.678931,45.614156,,2026-04-15T15:05:37.475150
,Shell,,,,,,,-73.734241,45.608861,,2026-04-15T15:05:37.475153
,Shell,,,,,,,-73.786082,45.592098,,2026-04-15T15:05:37.475156
,Shell,,,,,,,-73.700587,45.585531,,2026-04-15T15:05:37.475159
,Shell,,,,,,,-73.788382,45.58017,,2026-04-15T15:05:37.475162
,Shell,,,,,,,-73.716434,45.564027,,2026-04-15T15:05:37.475165
,Esso,,,,,,,-73.791442,45.606906,,2026-04-15T15:05:37.475168
,Ultramar,,,,,,,-73.666097,45.593712,,2026-04-15T15:05:37.475171
,Shell,,,,,,,-73.696552,45.574811,,2026-04-15T15:05:37.475174
,Ultramar,,,,,,,-73.759732,45.591552,,2026-04-15T15:05:37.475177
,Ultramar,,,,,,,-73.816342,45.558813,,2026-04-15T15:05:37.475180
,Ultramar,,,,,,,-73.826393,45.526765,,2026-04-15T15:05:37.475183
,Petro-Canada,,,,,,,-73.801791,45.59997,,2026-04-15T15:05:37.475186
,Harnois,,,,,,,-73.626547,45.683329,,2026-04-15T15:05:37.475189
,Petroplus,,,,,,,-73.76121,45.545685,,2026-04-15T15:05:37.475192
,Costco,,,,,,,-73.756979,45.574157,,2026-04-15T15:05:37.475195
,Esso,,,,,,,-73.73192,45.537239,,2026-04-15T15:05:37.475197
,Esso,,,,,,,-73.789726,45.56009,,2026-04-15T15:05:37.475200
,Esso,,,,,,,-73.731612,45.581978,,2026-04-15T15:05:37.475203
,Esso,,,,,,,-73.715594,45.541671,,2026-04-15T15:05:37.475206
,Esso,,,,,,,-73.683358,45.576447,,2026-04-15T15:05:37.475209
,Esso,,,,,,,-73.791579,45.560672,,2026-04-15T15:05:37.475212
,Esso,,,,,,,-73.779308,45.531781,,2026-04-15T15:05:37.475215
,Esso,,,,,,,-73.755157,45.637659,,2026-04-15T15:05:37.475218
,Esso,,,,,,,-73.769179,45.526684,,2026-04-15T15:05:37.475221
,Esso,,,,,,,-73.702294,45.565322,,2026-04-15T15:05:37.475224
,Esso,,,,,,,-73.712069,45.549495,,2026-04-15T15:05:37.475227
,Esso,,,,,,,-73.68548,45.564915,,2026-04-15T15:05:37.475230
,Couche-Tard,,,,,,,-73.820739,45.571027,,2026-04-15T15:05:37.475233
,Esso,,,,,,,-73.681524,45.613545,,2026-04-15T15:05:37.475236
,Couche-Tard,,,,,,,-73.732023,45.60077,,2026-04-15T15:05:37.475239
,Couche-Tard,,,,,,,-73.789312,45.612022,,2026-04-15T15:05:37.475242
,Couche-Tard,,,,,,,-73.594737,45.672958,,2026-04-15T15:05:37.475245
,Esso,,,,,,,-73.799297,45.544982,,2026-04-15T15:05:37.475248
,Petro-Canada,,,,,,,-73.835665,45.568586,,2026-04-15T15:05:37.475251
,Ultramar,,,,,,,-73.732573,45.56477,,2026-04-15T15:05:37.475254
,Shell,,,,,,,-73.731027,45.536346,,2026-04-15T15:05:37.475257
,Shell,,,,,,,-73.595811,45.673546,,2026-04-15T15:05:37.475260
,Esso,,,,,,,-73.736755,45.610077,,2026-04-15T15:05:37.475263
,Esso,,,,,,,-73.869756,45.553575,,2026-04-15T15:05:37.475266
,Esso,,,,,,,-73.720761,45.595139,,2026-04-15T15:05:37.475269
,Ultramar,,,,,,,-73.868973,45.551476,,2026-04-15T15:05:37.475272
,Canadian Tire,,,,,,,-73.727227,45.559877,,2026-04-15T15:05:37.475274
,Canadian Tire,,,,,,,-73.740238,45.537143,,2026-04-15T15:05:37.475278
,Petro-Canada,,,,,,,-73.684107,45.610062,,2026-04-15T15:05:37.475281
,Pétro-T,,,,,,,-73.591586,45.65874,,2026-04-15T15:05:37.475284
,Super Gaz,,,,,,,-73.726692,45.542786,,2026-04-15T15:05:37.475287
,Crevier,,,,,,,-72.766315,46.433868,,2026-04-15T15:05:37.475290
,Harnois,,,,,,,-72.48539,46.55561,,2026-04-15T15:05:37.475293
,Harnois,,,,,,,-73.147726,46.455264,,2026-04-15T15:05:37.475296
,Crevier,,,,,,,-73.145393,46.459674,,2026-04-15T15:05:37.475299
,Ultramar,,,,,,,-72.497628,46.54542,,2026-04-15T15:05:37.475302
,Petro-Canada,,,,,,,-72.729369,46.503393,,2026-04-15T15:05:37.475305
,Sonic,,,,,,,-72.925398,46.441185,,2026-04-15T15:05:37.475308
,Crevier,,,,,,,-73.054726,46.367293,,2026-04-15T15:05:37.475311
,Ultramar,,,,,,,-72.585579,46.316973,,2026-04-15T15:05:37.475314
,Ultramar,,,,,,,-72.878775,46.261268,,2026-04-15T15:05:37.475317
,Shell,,,,,,,-72.741073,46.561283,,2026-04-15T15:05:37.475320
,Shell,,,,,,,-72.749873,46.5577,,2026-04-15T15:05:37.475323
,Shell,,,,,,,-72.589352,46.359287,,2026-04-15T15:05:37.475326
,Esso,,,,,,,-72.953288,46.498727,,2026-04-15T15:05:37.475329
,Esso,,,,,,,-72.784859,47.410362,,2026-04-15T15:05:37.475332
,Ultramar,,,,,,,-72.533476,46.398945,,2026-04-15T15:05:37.475335
,Crevier,,,,,,,-72.574968,46.405271,,2026-04-15T15:05:37.475338
,Ultramar,,,,,,,-72.742946,46.51871,,2026-04-15T15:05:37.475341
,Esso,,,,,,,-72.927229,46.899219,,2026-04-15T15:05:37.475344
,Ultramar,,,,,,,-72.591361,46.334463,,2026-04-15T15:05:37.475346
,Esso,,,,,,,-72.571204,46.348975,,2026-04-15T15:05:37.475349
,Shell,,,,,,,-72.61786,46.358714,,2026-04-15T15:05:37.475352
,Harnois,,,,,,,-72.771193,46.805587,,2026-04-15T15:05:37.475355
,Harnois,,,,,,,-72.807587,46.598747,,2026-04-15T15:05:37.475358
,Petro-Canada,,,,,,,-72.70424,46.622641,,2026-04-15T15:05:37.475361
,Harnois,,,,,,,-72.872468,46.400402,,2026-04-15T15:05:37.475364
,Sonic,,,,,,,-72.962212,46.491908,,2026-04-15T15:05:37.475367
,Belzile,,,,,,,-72.775934,47.444386,,2026-04-15T15:05:37.475370
,Costco,,,,,,,-72.571278,46.329974,,2026-04-15T15:05:37.475373
,Esso,,,,,,,-73.003376,46.195689,,2026-04-15T15:05:37.475376
,Petro-Canada,,,,,,,-72.954931,46.255368,,2026-04-15T15:05:37.475379
,Shell,,,,,,,-72.522789,46.36893,,2026-04-15T15:05:37.475382
,Esso,,,,,,,-72.537439,46.375487,,2026-04-15T15:05:37.475385
,Esso,,,,,,,-72.602319,46.330032,,2026-04-15T15:05:37.475388
,Couche-Tard,,,,,,,-72.673828,46.642115,,2026-04-15T15:05:37.475391
,Esso,,,,,,,-72.552593,46.38991,,2026-04-15T15:05:37.475394
,Esso,,,,,,,-72.703706,46.607249,,2026-04-15T15:05:37.475397
,Esso,,,,,,,-72.721607,46.575702,,2026-04-15T15:05:37.475400
,Irving,,,,,,,-72.763181,46.569999,,2026-04-15T15:05:37.475403
,Irving,,,,,,,-72.59447,46.331878,,2026-04-15T15:05:37.475406
,Shell,,,,,,,-72.542533,46.346533,,2026-04-15T15:05:37.475409
,Esso,,,,,,,-72.571621,46.325064,,2026-04-15T15:05:37.475412
,Petro-Canada,,,,,,,-72.57322,46.356503,,2026-04-15T15:05:37.475415
,Irving,,,,,,,-72.586127,46.307898,,2026-04-15T15:05:37.475418
,Irving,,,,,,,-72.707391,46.603381,,2026-04-15T15:05:37.475421
,Irving,,,,,,,-72.695361,46.612834,,2026-04-15T15:05:37.475424
,Esso,,,,,,,-72.542073,46.354276,,2026-04-15T15:05:37.475427
,Irving,,,,,,,-72.784726,47.423125,,2026-04-15T15:05:37.475430
,Irving,,,,,,,-72.544596,46.381737,,2026-04-15T15:05:37.475433
,Ultramar,,,,,,,-72.552707,46.375786,,2026-04-15T15:05:37.475436
,Petro-Canada,,,,,,,-72.617932,46.353087,,2026-04-15T15:05:37.475439
,Ultramar,,,,,,,-72.561231,46.343315,,2026-04-15T15:05:37.475442
,Ultramar,,,,,,,-72.775409,46.442258,,2026-04-15T15:05:37.475445
,Shell,,,,,,,-72.588947,46.418907,,2026-04-15T15:05:37.475448
,Harnois,,,,,,,-72.50741,46.45146,,2026-04-15T15:05:37.475451
,Shell,,,,,,,-72.569566,46.318363,,2026-04-15T15:05:37.475454
,Sonic,,,,,,,-72.308248,46.876246,,2026-04-15T15:05:37.475457
,Petro-Canada,,,,,,,-72.49676,46.375066,,2026-04-15T15:05:37.475460
,Shell,,,,,,,-72.571894,46.731348,,2026-04-15T15:05:37.475463
,Petro-Canada,,,,,,,-72.246065,46.506747,,2026-04-15T15:05:37.475466
,Ultramar,,,,,,,-72.509295,46.392782,,2026-04-15T15:05:37.475469
,Sonic,,,,,,,-72.661119,46.30266,,2026-04-15T15:05:37.475472
,Petro-Canada,,,,,,,-72.535462,46.399386,,2026-04-15T15:05:37.475488
,Petro-Canada,,,,,,,-72.549662,46.342969,,2026-04-15T15:05:37.475491
,Petro-Canada,,,,,,,-72.576905,46.334455,,2026-04-15T15:05:37.475494
,Petro-Canada,,,,,,,-72.555352,46.369767,,2026-04-15T15:05:37.475497
,Petroplus,,,,,,,-72.754289,46.390951,,2026-04-15T15:05:37.475500
,Ultramar,,,,,,,-72.708847,46.60394,,2026-04-15T15:05:37.475503
,Ultramar,,,,,,,-72.785964,47.410613,,2026-04-15T15:05:37.475506
,Sonic,,,,,,,-72.569118,46.725356,,2026-04-15T15:05:37.475509
,Shell,,,,,,,-72.572082,46.381553,,2026-04-15T15:05:37.475512
,Shell,,,,,,,-72.618294,46.377696,,2026-04-15T15:05:37.475515
,Sonic,,,,,,,-72.823852,46.499888,,2026-04-15T15:05:37.475518
,Shell,,,,,,,-72.771084,46.448104,,2026-04-15T15:05:37.475521
,Ultramar,,,,,,,-73.0086,46.225798,,2026-04-15T15:05:37.475524
,Sonic,,,,,,,-72.341296,46.538396,,2026-04-15T15:05:37.475527
,Ultramar,,,,,,,-72.558131,46.740314,,2026-04-15T15:05:37.475542
,Esso,,,,,,,-72.596984,46.365375,,2026-04-15T15:05:37.475546
,Ultramar,,,,,,,-72.55266,46.389002,,2026-04-15T15:05:37.475549
,Sonic,,,,,,,-72.516906,46.383149,,2026-04-15T15:05:37.475552
,Petro-Canada,,,,,,,-72.811727,46.523427,,2026-04-15T15:05:37.475555
,Shell,,,,,,,-72.557716,46.370987,,2026-04-15T15:05:37.475558
,Shell,,,,,,,-72.936802,46.255944,,2026-04-15T15:05:37.475561
,Harnois,,,,,,,-72.203195,46.571925,,2026-04-15T15:05:37.475564
,Esso,,,,,,,-72.716243,46.495553,,2026-04-15T15:05:37.475567
,Esso,,,,,,,-72.762885,46.570418,,2026-04-15T15:05:37.475570
,Esso,,,,,,,-72.543874,46.396288,,2026-04-15T15:05:37.475573
,Harnois,,,,,,,-72.775228,47.448247,,2026-04-15T15:05:37.475576
,Esso,,,,,,,-72.60822,46.352913,,2026-04-15T15:05:37.475579
,Harnois,,,,,,,-72.57802,46.319871,,2026-04-15T15:05:37.475582
,Sonic,,,,,,,-72.436109,46.727918,,2026-04-15T15:05:37.475585
,Canadian Tire,,,,,,,-72.58204,46.352886,,2026-04-15T15:05:37.475587
,Canadian Tire,,,,,,,-72.784011,47.418281,,2026-04-15T15:05:37.475591
,Canadian Tire,,,,,,,-72.529251,46.363722,,2026-04-15T15:05:37.475594
,Canadian Tire,,,,,,,-72.748759,46.555159,,2026-04-15T15:05:37.475597
,Canadian Tire,,,,,,,-72.592808,46.332188,,2026-04-15T15:05:37.475600
,Petroplus,,,,,,,-74.629495,47.923261,,2026-04-15T15:05:37.475603
,Ultramar,,,,,,,-72.40853,46.860914,,2026-04-15T15:05:37.475609
,Esso,,,,,,,-72.794044,46.529011,,2026-04-15T15:05:37.475612
,Shell,,,,,,,-72.824632,46.286127,,2026-04-15T15:05:37.475615
,Petro-Canada,,,,,,,-72.631899,46.610151,,2026-04-15T15:05:37.475618
,Shell,,,,,,,-72.656064,46.641688,,2026-04-15T15:05:37.475621
,Shell,,,,,,,-72.826256,46.499,,2026-04-15T15:05:37.475624
,Shell,,,,,,,-72.64558,46.305109,,2026-04-15T15:05:37.475627
,Shell,,,,,,,-72.668802,46.475568,,2026-04-15T15:05:37.475630
,Petroplus,,,,,,,-72.535975,46.371516,,2026-04-15T15:05:37.475633
,Shell,,,,,,,-72.612149,46.297792,,2026-04-15T15:05:37.475636
,Shell,,,,,,,-72.749426,46.522906,,2026-04-15T15:05:37.475639
,Petro-Canada,,,,,,,-72.384839,46.612977,,2026-04-15T15:05:37.475642
,Ultramar,,,,,,,-72.705152,46.483668,,2026-04-15T15:05:37.475645
,Petro-Canada,,,,,,,-72.60434,46.320557,,2026-04-15T15:05:37.475648
,R.L.,,,,,,,-73.787716,47.90226,,2026-04-15T15:05:37.475651
,Shell,,,,,,,-72.609167,46.356789,,2026-04-15T15:05:37.475654
,Ultramar,,,,,,,-72.607877,46.370814,,2026-04-15T15:05:37.475657
,Petroplus,,,,,,,-72.717047,46.635957,,2026-04-15T15:05:37.475660
,Ultramar,,,,,,,-72.666692,46.619734,,2026-04-15T15:05:37.475663
,Axco,,,,,,,-74.940321,48.65629,,2026-04-15T15:05:37.475666
,Shell,,,,,,,-72.652695,46.624478,,2026-04-15T15:05:37.475669
,Shell,,,,,,,-72.505737,46.815007,,2026-04-15T15:05:37.475672
,Irving,,,,,,,-72.875987,46.262601,,2026-04-15T15:05:37.475675
,Petro-Canada,,,,,,,-73.135606,46.028128,,2026-04-15T15:05:37.475678
,Esso,,,,,,,-74.2171,45.35587,,2026-04-15T15:05:37.475681
,Shell,,,,,,,-73.246813,45.444118,,2026-04-15T15:05:37.475684
,Shell,,,,,,,-73.286674,45.447496,,2026-04-15T15:05:37.475687
,Shell,,,,,,,-72.572549,45.64399,,2026-04-15T15:05:37.475690
,Crevier,,,,,,,-73.922516,45.029155,,2026-04-15T15:05:37.475693
,Esso,,,,,,,-73.879046,45.363622,,2026-04-15T15:05:37.475696
,Pétroles Maurice,,,,,,,-73.232744,45.842846,,2026-04-15T15:05:37.475699
,Pétroles Maurice,,,,,,,-73.292317,45.351932,,2026-04-15T15:05:37.475702
,Pétroles Maurice,,,,,,,-73.361467,45.475821,,2026-04-15T15:05:37.475706
,Harnois,,,,,,,-72.854412,45.565811,,2026-04-15T15:05:37.475709
,Harnois,,,,,,,-74.03885,45.289811,,2026-04-15T15:05:37.475712
,Petro-Canada,,,,,,,-72.740966,45.7351,,2026-04-15T15:05:37.475715
,Esso,,,,,,,-73.291861,45.434511,,2026-04-15T15:05:37.475718
,Petro-Canada,,,,,,,-73.206001,45.562481,,2026-04-15T15:05:37.475721
,Petro-Canada,,,,,,,-73.447829,45.599153,,2026-04-15T15:05:37.475724
,Petro-Canada,,,,,,,-73.447476,45.579276,,2026-04-15T15:05:37.475727
,Petro-Canada,,,,,,,-73.442673,45.614502,,2026-04-15T15:05:37.475730
,Petro-Canada,,,,,,,-73.283115,45.584689,,2026-04-15T15:05:37.475733
,Petro-Canada,,,,,,,-73.449288,45.567434,,2026-04-15T15:05:37.475736
,Petro-Canada,,,,,,,-73.482179,45.529022,,2026-04-15T15:05:37.475739
,Petro-Canada,,,,,,,-73.457069,45.518532,,2026-04-15T15:05:37.475742
,Petro-Canada,,,,,,,-72.968339,45.636413,,2026-04-15T15:05:37.475745
,Petro-Canada,,,,,,,-73.333047,45.577111,,2026-04-15T15:05:37.475748
,Petro-Canada,,,,,,,-73.415915,45.501986,,2026-04-15T15:05:37.475751
,Petro-Canada,,,,,,,-73.240273,45.412578,,2026-04-15T15:05:37.475754
,Harnois,,,,,,,-73.042974,45.437845,,2026-04-15T15:05:37.475758
,Ultramar,,,,,,,-72.986343,45.602468,,2026-04-15T15:05:37.475760
,Ultramar,,,,,,,-73.1649367,45.4374129,,2026-04-15T15:05:37.475763
,Shell,,,,,,,-73.327205,45.585585,,2026-04-15T15:05:37.475767
,Shell,,,,,,,-73.478031,45.528139,,2026-04-15T15:05:37.475770
,Shell,,,,,,,-73.479209,45.49399,,2026-04-15T15:05:37.475773
,Shell,,,,,,,-73.421247,45.656483,,2026-04-15T15:05:37.475775
,Shell,,,,,,,-73.447068,45.576666,,2026-04-15T15:05:37.475779
,Shell,,,,,,,-73.491804,45.457422,,2026-04-15T15:05:37.475782
,Ultramar,,,,,,,-73.132739,45.513904,,2026-04-15T15:05:37.475784
,Petro-Canada,,,,,,,-73.245111,45.851284,,2026-04-15T15:05:37.475787
,Petro-Canada,,,,,,,-73.497535,45.407624,,2026-04-15T15:05:37.475791
,Shell,,,,,,,-74.229398,45.458945,,2026-04-15T15:05:37.475794
,Ultramar,,,,,,,-73.430836,45.66746,,2026-04-15T15:05:37.475797
,Harnois,,,,,,,-74.155035,45.18829,,2026-04-15T15:05:37.475800
,Petro-Canada,,,,,,,-73.264368,45.314722,,2026-04-15T15:05:37.475803
,Crevier,,,,,,,-73.42116,45.503629,,2026-04-15T15:05:37.475806
,Ultramar,,,,,,,-73.090436,45.596131,,2026-04-15T15:05:37.475809
,Esso,,,,,,,-73.860787,45.30713,,2026-04-15T15:05:37.475812
,Petro-Canada,,,,,,,-72.935326,45.362099,,2026-04-15T15:05:37.475815
,Petro-Canada,,,,,,,-73.464041,45.458989,,2026-04-15T15:05:37.475818
,Petro-Canada,,,,,,,-73.711104,45.368169,,2026-04-15T15:05:37.475821
,Petro-Canada,,,,,,,-73.512185,45.395197,,2026-04-15T15:05:37.475824
,Petro-Canada,,,,,,,-73.490018,45.434845,,2026-04-15T15:05:37.475827
,Petro-Canada,,,,,,,-73.409503,45.494775,,2026-04-15T15:05:37.475830
,Petro-Canada,,,,,,,-73.473522,45.408834,,2026-04-15T15:05:37.475833
,Petro-Canada,,,,,,,-73.541007,45.384228,,2026-04-15T15:05:37.475836
,Petro-Canada,,,,,,,-73.513046,45.529427,,2026-04-15T15:05:37.475839
,Harnois,,,,,,,-73.130493,46.050361,,2026-04-15T15:05:37.475842
,Shell,,,,,,,-73.739384,45.321147,,2026-04-15T15:05:37.475845
,Mobil,,,,,,,-73.860422,45.307804,,2026-04-15T15:05:37.475848
,Shell,,,,,,,-74.1055,45.05442,,2026-04-15T15:05:37.475851
,Esso,,,,,,,-73.36723,45.769681,,2026-04-15T15:05:37.475854
,Harnois,,,,,,,-74.13276,45.263455,,2026-04-15T15:05:37.475857
,Ultramar,,,,,,,-74.033217,45.293763,,2026-04-15T15:05:37.475860
,Harnois,,,,,,,-72.696377,45.649383,,2026-04-15T15:05:37.475863
,Petro-Canada,,,,,,,-73.291862,45.447946,,2026-04-15T15:05:37.475866
,Harnois,,,,,,,-73.095751,46.038037,,2026-04-15T15:05:37.475869
,Ultramar,,,,,,,-72.694933,45.64895,,2026-04-15T15:05:37.475872
,Petro-Canada,,,,,,,-73.613665,45.257056,,2026-04-15T15:05:37.475875
,Harnois,,,,,,,-72.569146,45.647219,,2026-04-15T15:05:37.475878
,Esso,,,,,,,-73.534516,45.383053,,2026-04-15T15:05:37.475881
,Shell,,,,,,,-73.228388,45.852532,,2026-04-15T15:05:37.475884
,Esso,,,,,,,-74.033208,45.405453,,2026-04-15T15:05:37.475887
,Shell,,,,,,,-72.897256,45.640802,,2026-04-15T15:05:37.475890
,Esso,,,,,,,-73.277818,45.128449,,2026-04-15T15:05:37.475893
,Esso,,,,,,,-74.182703,45.301056,,2026-04-15T15:05:37.475896
,Petro-Canada,,,,,,,-74.111196,45.430224,,2026-04-15T15:05:37.475899
,Petro-Canada,,,,,,,-74.220254,45.265273,,2026-04-15T15:05:37.475902
,Petro-Canada,,,,,,,-73.367278,45.375935,,2026-04-15T15:05:37.475905
,Harnois,,,,,,,-72.905957,45.500561,,2026-04-15T15:05:37.475908
,Ultramar,,,,,,,-73.316804,45.635214,,2026-04-15T15:05:37.475911
,Ultramar,,,,,,,-73.450971,45.567912,,2026-04-15T15:05:37.475914
,Shell,,,,,,,-73.191139,45.56173,,2026-04-15T15:05:37.475917
,Shell,,,,,,,-73.861734,45.306776,,2026-04-15T15:05:37.475920
,Shell,,,,,,,-73.447105,45.496697,,2026-04-15T15:05:37.475933
,Shell,,,,,,,-73.283416,45.306535,,2026-04-15T15:05:37.475936
,Shell,,,,,,,-73.447672,45.194405,,2026-04-15T15:05:37.475939
,Shell,,,,,,,-73.426894,45.502319,,2026-04-15T15:05:37.475942
,Shell,,,,,,,-73.558081,45.388335,,2026-04-15T15:05:37.475945
,Shell,,,,,,,-73.41866,45.459036,,2026-04-15T15:05:37.475948
,Shell,,,,,,,-73.503396,45.377362,,2026-04-15T15:05:37.475951
,Petro-Canada,,,,,,,-73.028717,45.374361,,2026-04-15T15:05:37.475954
,Esso,,,,,,,-73.188525,45.561903,,2026-04-15T15:05:37.475957
,Shell,,,,,,,-73.685215,45.344483,,2026-04-15T15:05:37.475960
,Shell,,,,,,,-73.284764,45.342184,,2026-04-15T15:05:37.475963
,Ultramar,,,,,,,-73.472502,45.409398,,2026-04-15T15:05:37.475966
,Shell,,,,,,,-72.973491,45.607348,,2026-04-15T15:05:37.475969
,Esso,,,,,,,-73.101482,45.605076,,2026-04-15T15:05:37.475972
,Crevier,,,,,,,-73.230105,45.265497,,2026-04-15T15:05:37.475975
,Ultramar,,,,,,,-73.438625,45.611161,,2026-04-15T15:05:37.475978
,Ultramar,,,,,,,-74.180284,45.298118,,2026-04-15T15:05:37.475981
,Shell,,,,,,,-73.289925,45.529055,,2026-04-15T15:05:37.475984
,Shell,,,,,,,-73.443837,45.45008,,2026-04-15T15:05:37.475987
,Esso,,,,,,,-73.276125,45.347564,,2026-04-15T15:05:37.475990
,Ultramar,,,,,,,-73.429115,45.476684,,2026-04-15T15:05:37.475993
,Shell,,,,,,,-72.968797,45.636802,,2026-04-15T15:05:37.475995
,Shell,,,,,,,-73.220194,45.549793,,2026-04-15T15:05:37.475998
,Ultramar,,,,,,,-73.2981,45.3563,,2026-04-15T15:05:37.476001
,Harnois,,,,,,,-73.241474,45.304004,,2026-04-15T15:05:37.476004
,Harnois,,,,,,,-73.889775,45.053336,,2026-04-15T15:05:37.476007
,Harnois,,,,,,,-73.33773,45.3161,,2026-04-15T15:05:37.476010
,Ultramar,,,,,,,-73.306566,45.432333,,2026-04-15T15:05:37.476013
,Ultramar,,,,,,,-73.45372,45.462554,,2026-04-15T15:05:37.476016
,Shell,,,,,,,-73.344963,45.464354,,2026-04-15T15:05:37.476019
,Petro-Canada,,,,,,,-74.088033,45.343579,,2026-04-15T15:05:37.476022
,Petro-Canada,,,,,,,-74.035114,45.407091,,2026-04-15T15:05:37.476025
,Ultramar,,,,,,,-73.423721,45.501894,,2026-04-15T15:05:37.476028
,Ultramar,,,,,,,-74.087589,45.274312,,2026-04-15T15:05:37.476032
,Ultramar,,,,,,,-73.535218,45.383539,,2026-04-15T15:05:37.476035
,Shell,,,,,,,-73.54998,45.400382,,2026-04-15T15:05:37.476037
,Shell,,,,,,,-74.131741,45.261316,,2026-04-15T15:05:37.476040
,Ultramar,,,,,,,-73.464786,45.479274,,2026-04-15T15:05:37.476043
,Ultramar,,,,,,,-73.722261,45.347459,,2026-04-15T15:05:37.476046
,Petro-Canada,,,,,,,-72.805162,45.68878,,2026-04-15T15:05:37.476049
,Petro-Canada,,,,,,,-74.321675,45.219673,,2026-04-15T15:05:37.476052
,Esso,,,,,,,-73.73719,45.325544,,2026-04-15T15:05:37.476056
,Ultramar,,,,,,,-74.154425,45.267176,,2026-04-15T15:05:37.476059
,Ultramar,,,,,,,-73.48936,45.5331,,2026-04-15T15:05:37.476062
,Ultramar,,,,,,,-73.490375,45.51539,,2026-04-15T15:05:37.476064
,Esso,,,,,,,-73.390638,45.481595,,2026-04-15T15:05:37.476067
,Ultramar,,,,,,,-74.286946,45.480065,,2026-04-15T15:05:37.476070
,Esso,,,,,,,-74.114765,45.230939,,2026-04-15T15:05:37.476073
,Ultramar,,,,,,,-73.327079,45.576703,,2026-04-15T15:05:37.476076
,Ultramar,,,,,,,-73.321535,45.582064,,2026-04-15T15:05:37.476079
,Ultramar,,,,,,,-74.040004,45.412134,,2026-04-15T15:05:37.476082
,Shell,,,,,,,-73.224928,45.313059,,2026-04-15T15:05:37.476085
,Ultramar,,,,,,,-74.051758,45.374167,,2026-04-15T15:05:37.476088
,Esso,,,,,,,-73.484694,45.414957,,2026-04-15T15:05:37.476091
,Ultramar,,,,,,,-72.978804,45.644875,,2026-04-15T15:05:37.476094
,Ultramar,,,,,,,-73.464053,45.405513,,2026-04-15T15:05:37.476097
,Ultramar,,,,,,,-73.463403,45.521359,,2026-04-15T15:05:37.476100
,Esso,,,,,,,-73.246789,45.443195,,2026-04-15T15:05:37.476103
,Ultramar,,,,,,,-72.935681,45.36103,,2026-04-15T15:05:37.476106
,Ultramar,,,,,,,-73.19648,45.596676,,2026-04-15T15:05:37.476109
,Harnois,,,,,,,-72.955813,45.63047,,2026-04-15T15:05:37.476112
,Shell,,,,,,,-73.958027,45.395674,,2026-04-15T15:05:37.476115
,Ultramar,,,,,,,-74.127075,45.436606,,2026-04-15T15:05:37.476118
,Shell,,,,,,,-73.307394,45.36165,,2026-04-15T15:05:37.476121
,Mobil,,,,,,,-73.230418,45.303314,,2026-04-15T15:05:37.476124
,Ultramar,,,,,,,-73.2792,45.332,,2026-04-15T15:05:37.476127
,Ultramar,,,,,,,-73.499309,45.494874,,2026-04-15T15:05:37.476130
,Ultramar,,,,,,,-74.12258,45.244039,,2026-04-15T15:05:37.476133
,Ultramar,,,,,,,-73.356676,45.538179,,2026-04-15T15:05:37.476136
,Esso,,,,,,,-72.919243,46.010445,,2026-04-15T15:05:37.476139
,Mobil,,,,,,,-73.267763,45.339062,,2026-04-15T15:05:37.476142
,Ultramar,,,,,,,-73.4744,45.4956,,2026-04-15T15:05:37.476145
,Shell,,,,,,,-72.737575,45.733393,,2026-04-15T15:05:37.476148
,Shell,,,,,,,-74.25347,45.250868,,2026-04-15T15:05:37.476151
,Petro-Canada,,,,,,,-73.988006,45.118447,,2026-04-15T15:05:37.476154
,Ultramar,,,,,,,-73.416405,45.456393,,2026-04-15T15:05:37.476157
,Sonic,,,,,,,-73.567092,45.375815,,2026-04-15T15:05:37.476160
,Shell,,,,,,,-73.498096,45.416947,,2026-04-15T15:05:37.476163
,Ultramar,,,,,,,-73.510488,45.333731,,2026-04-15T15:05:37.476166
